1,1_TYPE,"Eldon Base for stackable storage shelf, platinum","Eldon Base for stackable storage shelf, platinum_TYPE","Muhammed MacIntyre","Muhammed MacIntyre_TYPE",3,3_TYPE,-213.25,-213.25_TYPE,38.94,38.94_TYPE,35,35_TYPE,Nunavut,Nunavut_TYPE,"Storage & Organization","Storage & Organization_TYPE",0.8,0.8_TYPE
146,Number,"Memorex Slim 80 Minute CD-R, 10/Pack",Mix,"Monica Federle",String,15937,Number,74.07,Number,9.78,Number,1.99,Number,"Northwest Territories",String,"Computer Peripherals",String,0.43,Number
147,Number,"Aluminum Document Frame",String,"Monica Federle",String,15937,Number,77.38,Number,12.22,Number,2.85,Number,"Northwest Territories",String,"Office Furnishings",String,0.55,Number
148,Number,"Memorex 80 Minute CD-R Spindle, 100/Pack",Mix,"Michelle Lonsdale",String,16039,Number,-118.82,Number,43.98,Number,1.99,Number,"Northwest Territories",String,"Computer Peripherals",String,0.44,Number
149,Number,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",String,"Frank Price",String,16193,Number,6.41,Number,34.76,Number,8.22,Number,"Northwest Territories",String,"Storage & Organization",String,0.57,Number
150,Number,Accessory36,Mix,"Frank Price",String,16193,Number,-183.68,Number,55.99,Number,5,Number,"Northwest Territories",String,"Telephones and Communication",String,0.83,Number
151,Number,"Xerox 20",Mix,"Bryan Davis",String,16423,Number,-55.13,Number,6.48,Number,6.57,Number,"Northwest Territories",String,Paper,String,0.37,Number
152,Number,"Surelock™ Post Binders",String,"Don Jones",String,16451,Number,58.23,Number,30.56,Number,2.99,Number,"Northwest Territories",String,"Binders and Binder Accessories",String,0.35,Number
153,Number,"Colorific® Watercolor Pencils",String,"Carlos Soltero",String,16545,Number,4.45,Number,5.16,Number,0.73,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.56,Number
154,Number,"*Staples* vLetter Openers, 2/Pack",Mix,"Carlos Soltero",String,16545,Number,-3.06,Number,3.68,Number,1.32,Number,"Northwest Territories",String,"Scissors, Rulers and Trimmers",String,0.83,Number
155,Number,"Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms",Mix,"Nicole Hansen",String,16547,Number,1240.25,Number,355.98,Number,58.92,Number,"Northwest Territories",String,"Chairs & Chairmats",String,0.64,Number
156,Number,"BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",String,"Nicole Hansen",String,16547,Number,-533.23,Number,218.75,Number,69.64,Number,"Northwest Territories",String,Tables,String,0.77,Number
157,Number,"Eldon Econocleat® Chair Mats for Low Pile Carpets",String,"Beth Thompson",String,16706,Number,-1003.58,Number,41.47,Number,34.2,Number,"Northwest Territories",String,"Office Furnishings",String,0.73,Number
158,Number,"Prang Drawing Pencil Set",String,"Beth Thompson",String,16706,Number,-4.06,Number,2.78,Number,1.2,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.58,Number
159,Number,T39m,Mix,"Beth Thompson",String,16706,Number,1881.58,Number,155.99,Number,3.9,Number,"Northwest Territories",String,"Telephones and Communication",String,0.55,Number
160,Number,"Xerox 1982",Mix,"Nicole Hansen",String,16741,Number,-42.38,Number,22.84,Number,16.87,Number,"Northwest Territories",String,Paper,String,0.39,Number
161,Number,"Xerox 1924",Mix,"Carlos Soltero",String,16932,Number,-120.99,Number,5.78,Number,8.09,Number,"Northwest Territories",String,Paper,String,0.36,Number
162,Number,"Turquoise Lead Holder with Pocket Clip",String,"Carlos Soltero",String,16932,Number,12.88,Number,6.7,Number,1.56,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.52,Number
163,Number,"Okidata ML395C Color Dot Matrix Printer",Mix,"Dorothy Badders",String,17283,Number,-2816.34,Number,1360.14,Number,14.7,Number,"Northwest Territories",String,"Office Machines",String,0.59,Number
164,Number,"Global Enterprise Series Seating High-Back Swivel/Tilt Chairs",String,"Muhammed MacIntyre",String,17286,Number,-541.87,Number,270.98,Number,50,Number,"Northwest Territories",String,"Chairs & Chairmats",String,0.77,Number
165,Number,"Microsoft Internet Keyboard",String,"Muhammed MacIntyre",String,17409,Number,-158.87,Number,20.97,Number,6.5,Number,"Northwest Territories",String,"Computer Peripherals",String,0.78,Number
166,Number,"Xerox 1982",Mix,"Don Miller",String,17764,Number,-97.28,Number,22.84,Number,16.87,Number,"Northwest Territories",String,Paper,String,0.39,Number
167,Number,"Global Ergonomic Managers Chair",String,"Sylvia Foulston",String,18080,Number,-80.83,Number,180.98,Number,26.2,Number,"Northwest Territories",String,"Chairs & Chairmats",String,0.59,Number
168,Number,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Mix,"Becky Castell",String,18113,Number,-514.32,Number,130.98,Number,30,Number,"Northwest Territories",String,"Chairs & Chairmats",String,0.78,Number
169,Number,"Xerox 1971",Mix,"Dorothy Wardle",String,18144,Number,-131.82,Number,4.28,Number,5.17,Number,"Northwest Territories",String,Paper,String,0.4,Number
170,Number,"Eldon Portable Mobile Manager",String,"Dorothy Wardle",String,18144,Number,-65.42,Number,28.28,Number,13.99,Number,"Northwest Territories",String,"Storage & Organization",String,0.58,Number
171,Number,Accessory6,Mix,"Dorothy Wardle",String,18144,Number,-250.17,Number,55.99,Number,5,Number,"Northwest Territories",String,"Telephones and Communication",String,0.8,Number
172,Number,"Durable Pressboard Binders",String,"Ann Chong",String,18308,Number,15.73,Number,3.8,Number,1.49,Number,"Northwest Territories",String,"Binders and Binder Accessories",String,0.38,Number
173,Number,"Fellowes 17-key keypad for PS/2 interface",Mix,"Ann Chong",String,18308,Number,-92.58,Number,30.73,Number,4,Number,"Northwest Territories",String,"Computer Peripherals",String,0.75,Number
174,Number,"StarTAC ST7762",Mix,"Ann Chong",String,18308,Number,1465.87,Number,125.99,Number,8.08,Number,"Northwest Territories",String,"Telephones and Communication",String,0.57,Number
175,Number,Accessory21,Mix,"Clay Rozendal",String,18887,Number,18.23,Number,20.99,Number,0.99,Number,"Northwest Territories",String,"Telephones and Communication",String,0.37,Number
176,Number,"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",Mix,"Grant Carroll",String,19010,Number,10951.31,Number,1270.99,Number,19.99,Number,"Northwest Territories",String,"Binders and Binder Accessories",String,0.35,Number
177,Number,"Staples 6 Outlet Surge",Mix,"Brendan Dodson",String,19078,Number,-18.19,Number,11.97,Number,4.98,Number,"Northwest Territories",String,Appliances,String,0.58,Number
178,Number,"Recycled Eldon Regeneration Jumbo File",String,"Carlos Daly",String,19138,Number,-31.45,Number,12.28,Number,6.13,Number,"Northwest Territories",String,"Storage & Organization",String,0.57,Number
179,Number,"Verbatim DVD-R 4.7GB authoring disc",Mix,"Alan Barnes",String,19655,Number,304.42,Number,39.24,Number,1.99,Number,"Northwest Territories",String,"Computer Peripherals",String,0.51,Number
180,Number,"Canon P1-DHIII Palm Printing Calculator",Mix,"Alan Barnes",String,19686,Number,-53.08,Number,17.98,Number,8.51,Number,"Northwest Territories",String,"Office Machines",String,0.4,Number
181,Number,"GBC Binding covers",String,"Alan Barnes",String,19686,Number,12.76,Number,12.95,Number,4.98,Number,"Northwest Territories",String,"Binders and Binder Accessories",String,0.4,Number
182,Number,"Newell 323",Mix,"Nicole Hansen",String,20007,Number,-46.25,Number,1.68,Number,1.57,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.59,Number
183,Number,"Global Stack Chair without Arms, Black",String,"Cari Schnelling",String,20071,Number,-190.41,Number,25.98,Number,14.36,Number,"Northwest Territories",String,"Chairs & Chairmats",String,0.6,Number
184,Number,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Mix,"Chad Cunningham",String,20160,Number,174.89,Number,10.31,Number,1.79,Number,"Northwest Territories",String,Paper,String,0.38,Number
185,Number,"GBC Recycled Regency Composition Covers",String,"Bryan Mills",String,20263,Number,72.51,Number,59.78,Number,10.29,Number,"Northwest Territories",String,"Binders and Binder Accessories",String,0.39,Number
186,Number,Accessory29,Mix,"Bryan Mills",String,20263,Number,-76.86,Number,20.99,Number,1.25,Number,"Northwest Territories",String,"Telephones and Communication",String,0.83,Number
187,Number,"Newell 323",Mix,"Adrian Hane",String,21285,Number,-30.54,Number,1.68,Number,1.57,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.59,Number
188,Number,"SANFORD Major Accent™ Highlighters",String,"Adrian Hane",String,21285,Number,23.82,Number,7.08,Number,2.35,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.47,Number
189,Number,"Polycom ViaVideo™ Desktop Video Communications Unit",String,"Rick Reed",String,21383,Number,7416.43,Number,574.74,Number,24.49,Number,"Northwest Territories",String,"Office Machines",String,0.37,Number
190,Number,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Mix,"Heather Kirkland",String,21607,Number,54.92,Number,36.55,Number,13.89,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.41,Number
191,Number,Accessory24,Mix,"Fred Wasserman",String,21636,Number,366.51,Number,55.99,Number,3.3,Number,"Northwest Territories",String,"Telephones and Communication",String,0.59,Number
192,Number,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Mix,"Becky Castell",String,21889,Number,135.79,Number,51.75,Number,19.99,Number,"Northwest Territories",String,"Office Furnishings",String,0.55,Number
193,Number,"Recycled Steel Personal File for Standard File Folders",String,"Becky Castell",String,21889,Number,103.38,Number,55.29,Number,5.08,Number,"Northwest Territories",String,"Storage & Organization",String,0.59,Number
194,Number,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",String,"Beth Thompson",String,22151,Number,-79.72,Number,9.65,Number,6.22,Number,"Northwest Territories",String,"Office Furnishings",String,0.55,Number
195,Number,Accessory39,Mix,"Claudia Miner",String,22342,Number,-92.96,Number,20.99,Number,3.3,Number,"Northwest Territories",String,"Telephones and Communication",String,0.81,Number
196,Number,"Bell Sonecor JB700 Caller ID",Mix,"Jack Lebron",String,22469,Number,-162.37,Number,7.99,Number,5.03,Number,"Northwest Territories",String,"Telephones and Communication",String,0.6,Number
197,Number,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Mix,"Alan Barnes",String,22501,Number,7.27,Number,7.64,Number,1.39,Number,"Northwest Territories",String,Envelopes,String,0.36,Number
198,Number,"GBC Standard Plastic Binding Systems Combs",String,"Carlos Soltero",String,22532,Number,-11.80,Number,8.85,Number,5.6,Number,"Northwest Territories",String,"Binders and Binder Accessories",String,0.36,Number
199,Number,"Xerox 1930",Mix,"Clay Rozendal",String,23264,Number,-50.82,Number,6.48,Number,6.81,Number,"Northwest Territories",String,Paper,String,0.36,Number
200,Number,"Avery 474",Mix,"Clay Rozendal",String,23264,Number,17.99,Number,2.88,Number,0.99,Number,"Northwest Territories",String,Labels,String,0.36,Number
201,Number,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",String,"Julia West",String,23488,Number,-11053.60,Number,880.98,Number,44.55,Number,"Northwest Territories",String,Bookcases,String,0.62,Number
202,Number,"Hewlett-Packard Deskjet 6122 Color Inkjet Printer",Mix,"Alan Barnes",String,23584,Number,636.18,Number,200.97,Number,15.59,Number,"Northwest Territories",String,"Office Machines",String,0.36,Number
203,Number,"IBM 80 Minute CD-R Spindle, 50/Pack",Mix,"Joy Bell",String,24007,Number,135.65,Number,20.89,Number,1.99,Number,"Northwest Territories",String,"Computer Peripherals",String,0.48,Number
204,Number,"Peel & Seel® Recycled Catalog Envelopes, Brown",String,"Joy Bell",String,24007,Number,-13.95,Number,11.58,Number,6.97,Number,"Northwest Territories",String,Envelopes,String,0.35,Number
205,Number,"Avery 506",Mix,"Joy Bell",String,24007,Number,66.17,Number,4.13,Number,0.5,Number,"Northwest Territories",String,Labels,String,0.39,Number
206,Number,"Prang Drawing Pencil Set",String,"Jack Lebron",String,24038,Number,-0.95,Number,2.78,Number,1.34,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.45,Number
207,Number,"TDK 4.7GB DVD+RW",Mix,"Anthony Johnson",String,24097,Number,-35.34,Number,14.48,Number,1.99,Number,"Northwest Territories",String,"Computer Peripherals",String,0.49,Number
208,Number,"U.S. Robotics 56K Internet Call Modem",Mix,"Anthony Johnson",String,24097,Number,399.93,Number,99.99,Number,19.99,Number,"Northwest Territories",String,"Computer Peripherals",String,0.5,Number
209,Number,"Xerox 190",Mix,"Anthony Johnson",String,24097,Number,-8.15,Number,4.98,Number,4.86,Number,"Northwest Territories",String,Paper,String,0.38,Number
210,Number,"Standard Line™ “While You Were Out” Hardbound Telephone Message Book",String,"Eugene Barchas",String,24128,Number,7.07,Number,21.98,Number,8.32,Number,"Northwest Territories",String,Paper,String,0.39,Number
211,Number,"CF 888",Mix,"Eugene Barchas",String,24128,Number,1459.79,Number,195.99,Number,3.99,Number,"Northwest Territories",String,"Telephones and Communication",String,0.59,Number
212,Number,"Hewlett-Packard Deskjet 6122 Color Inkjet Printer",Mix,"Thomas Seio",String,24294,Number,1951.30,Number,200.97,Number,15.59,Number,"Northwest Territories",String,"Office Machines",String,0.36,Number
213,Number,"Dana Halogen Swing-Arm Architect Lamp",String,"Bryan Mills",String,24387,Number,51.90,Number,40.97,Number,14.45,Number,"Northwest Territories",String,"Office Furnishings",String,0.57,Number
214,Number,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Mix,"Bryan Mills",String,24387,Number,1418.36,Number,349.45,Number,60,Number,"Northwest Territories",String,Tables,String,,String
215,Number,"Lexmark Z25 Color Inkjet Printer",Mix,"Eugene Barchas",String,24515,Number,121.48,Number,80.97,Number,33.6,Number,"Northwest Territories",String,"Office Machines",String,0.37,Number
216,Number,"Hon Multipurpose Stacking Arm Chairs",String,"Sylvia Foulston",String,24743,Number,176.67,Number,216.6,Number,64.2,Number,"Northwest Territories",String,"Chairs & Chairmats",String,0.59,Number
217,Number,"Hon Olson Stacker Stools",String,"Sylvia Foulston",String,24743,Number,753.61,Number,140.81,Number,24.49,Number,"Northwest Territories",String,"Chairs & Chairmats",String,0.57,Number
218,Number,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Mix,"Carl Ludwig",String,24871,Number,75.30,Number,22.72,Number,8.99,Number,"Northwest Territories",String,"Office Furnishings",String,0.44,Number
219,Number,"12-1/2 Diameter Round Wall Clock",Mix,"Julia West",String,25318,Number,-65.18,Number,19.98,Number,10.49,Number,"Northwest Territories",String,"Office Furnishings",String,0.49,Number
220,Number,"Epson DFX5000+ Dot Matrix Printer",Mix,"Don Jones",String,25377,Number,-3755.03,Number,1500.97,Number,29.7,Number,"Northwest Territories",String,"Office Machines",String,0.57,Number
221,Number,"Fellowes Basic 104-Key Keyboard, Platinum",Mix,"Mike Pelletier",String,25634,Number,28.99,Number,20.95,Number,4,Number,"Northwest Territories",String,"Computer Peripherals",String,0.6,Number
222,Number,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Mix,"Mike Pelletier",String,25634,Number,185.32,Number,23.99,Number,6.71,Number,"Northwest Territories",String,Envelopes,String,0.35,Number
223,Number,"GBC Standard Therm-A-Bind Covers",String,"Eugene Barchas",String,25733,Number,-42.99,Number,24.92,Number,12.98,Number,"Northwest Territories",String,"Binders and Binder Accessories",String,0.39,Number
224,Number,"80 Minute CD-R Spindle, 100/Pack - Staples",Mix,"Ann Chong",String,25767,Number,-59.20,Number,39.48,Number,1.99,Number,"Northwest Territories",String,"Computer Peripherals",String,0.54,Number
225,Number,"Xerox 1892",Mix,"Ann Chong",String,25767,Number,108.01,Number,38.76,Number,13.26,Number,"Northwest Territories",String,Paper,String,0.36,Number
226,Number,"Staples Paper Clips",String,"Charles McCrossin",String,26023,Number,19.86,Number,2.47,Number,1.02,Number,"Northwest Territories",String,"Rubber Bands",String,0.38,Number
227,Number,"Metal Folding Chairs, Beige, 4/Carton",Mix,"Annie Cyprus",String,26051,Number,-127.39,Number,33.94,Number,19.19,Number,"Northwest Territories",String,"Chairs & Chairmats",String,0.58,Number
228,Number,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Mix,"Annie Cyprus",String,26051,Number,22.46,Number,8.33,Number,1.99,Number,"Northwest Territories",String,"Computer Peripherals",String,0.52,Number
229,Number,"Computer Printout Paper with Letter-Trim Perforations",String,"Carlos Soltero",String,26116,Number,81.71,Number,18.97,Number,9.03,Number,"Northwest Territories",String,Paper,String,0.37,Number
230,Number,"Bush Mission Pointe Library",String,"Doug Bickford",String,26182,Number,-549.27,Number,150.98,Number,66.27,Number,"Northwest Territories",String,Bookcases,String,0.65,Number
231,Number,"Hon Olson Stacker Stools",String,"Carlos Daly",String,26272,Number,-4.19,Number,140.81,Number,24.49,Number,"Northwest Territories",String,"Chairs & Chairmats",String,0.57,Number
232,Number,"Xerox 1929",Mix,"Fred Wasserman",String,26370,Number,52.02,Number,22.84,Number,5.47,Number,"Northwest Territories",String,Paper,String,0.39,Number
233,Number,"Home/Office Personal File Carts",String,"Fred Wasserman",String,26370,Number,63.83,Number,34.76,Number,5.49,Number,"Northwest Territories",String,"Storage & Organization",String,0.6,Number
234,Number,"Avery 507",Mix,"Sylvia Foulston",String,26499,Number,8.78,Number,2.88,Number,0.5,Number,"Northwest Territories",String,Labels,String,0.39,Number
235,Number,i470,Mix,"Michelle Lonsdale",String,26531,Number,1215.44,Number,205.99,Number,5.26,Number,"Northwest Territories",String,"Telephones and Communication",String,0.56,Number
