RowNumber,RowNumber_TYPE,CustomerId,CustomerId_TYPE,Surname,Surname_TYPE,CreditScore,CreditScore_TYPE,Geography,Geography_TYPE,Gender,Gender_TYPE,Age,Age_TYPE,Tenure,Tenure_TYPE,Balance,Balance_TYPE,NumOfProducts,NumOfProducts_TYPE,HasCrCard,HasCrCard_TYPE,IsActiveMember,IsActiveMember_TYPE,EstimatedSalary,EstimatedSalary_TYPE,Exited,Exited_TYPE
172,Number,15613172,Number,Sun,String,628,Number,Germany,String,Male,String,27,Number,5,Number,95826.49,Number,2,Number,1,Number,0,Number,155996.96,Number,0,Number
173,Number,15651022,Number,Yost,String,480,Number,Germany,String,Male,String,44,Number,10,Number,129608.57,Number,1,Number,1,Number,0,Number,5472.7,Number,1,Number
174,Number,15586310,Number,Ting,String,578,Number,France,String,Male,String,30,Number,4,Number,169462.09,Number,1,Number,1,Number,0,Number,112187.11,Number,0,Number
175,Number,15625524,Number,Rowe,String,512,Number,France,String,Male,String,40,Number,5,Number,0,Number,2,Number,1,Number,1,Number,146457.83,Number,0,Number
176,Number,15755209,Number,Fu,String,484,Number,Spain,String,Female,String,35,Number,7,Number,133868.21,Number,1,Number,1,Number,1,Number,27286.1,Number,0,Number
177,Number,15645248,Number,Ho,String,510,Number,France,String,Female,String,30,Number,0,Number,0,Number,2,Number,1,Number,1,Number,130553.47,Number,0,Number
178,Number,15790355,Number,Okechukwu,String,606,Number,Germany,String,Male,String,36,Number,5,Number,190479.48,Number,2,Number,0,Number,0,Number,179351.89,Number,0,Number
179,Number,15762615,Number,Campbell,String,597,Number,Spain,String,Female,String,40,Number,8,Number,101993.12,Number,1,Number,0,Number,1,Number,94774.12,Number,0,Number
180,Number,15625426,Number,Ashbolt,String,754,Number,Germany,String,Female,String,55,Number,3,Number,161608.81,Number,1,Number,1,Number,0,Number,8080.85,Number,1,Number
181,Number,15716334,Number,Rozier,String,850,Number,Spain,String,Female,String,45,Number,2,Number,122311.21,Number,1,Number,1,Number,1,Number,19482.5,Number,0,Number
182,Number,15789669,Number,Hsia,String,510,Number,France,String,Male,String,65,Number,2,Number,0,Number,2,Number,1,Number,1,Number,48071.61,Number,0,Number
183,Number,15621075,Number,Ogbonnaya,String,778,Number,Germany,String,Female,String,45,Number,1,Number,162150.42,Number,2,Number,1,Number,0,Number,174531.27,Number,0,Number
184,Number,15810845,Number,T'ang,String,636,Number,France,String,Male,String,42,Number,2,Number,0,Number,2,Number,1,Number,1,Number,55470.78,Number,0,Number
185,Number,15719377,Number,Cocci,String,804,Number,France,String,Female,String,50,Number,4,Number,0,Number,1,Number,1,Number,1,Number,8546.87,Number,1,Number
186,Number,15654506,Number,Chang,String,514,Number,France,String,Male,String,32,Number,8,Number,0,Number,2,Number,1,Number,0,Number,95857.18,Number,0,Number
187,Number,15771977,Number,T'ao,String,730,Number,France,String,Female,String,39,Number,1,Number,99010.67,Number,1,Number,1,Number,0,Number,194945.8,Number,0,Number
188,Number,15708710,Number,Ford,String,525,Number,Spain,String,Female,String,37,Number,0,Number,0,Number,1,Number,0,Number,1,Number,131521.72,Number,0,Number
189,Number,15726676,Number,Marshall,String,616,Number,Spain,String,Male,String,30,Number,5,Number,0,Number,2,Number,0,Number,1,Number,196108.51,Number,0,Number
190,Number,15587421,Number,Tsai,String,687,Number,Germany,String,Female,String,34,Number,7,Number,111388.18,Number,2,Number,1,Number,0,Number,148564.76,Number,0,Number
191,Number,15726931,Number,Onwumelu,String,715,Number,France,String,Female,String,41,Number,8,Number,56214.85,Number,2,Number,0,Number,0,Number,92982.61,Number,1,Number
192,Number,15771086,Number,Graham,String,512,Number,France,String,Female,String,36,Number,3,Number,84327.77,Number,2,Number,1,Number,0,Number,17675.36,Number,0,Number
193,Number,15756850,Number,Golovanov,String,479,Number,France,String,Male,String,40,Number,1,Number,0,Number,2,Number,0,Number,0,Number,114996.43,Number,0,Number
194,Number,15702741,Number,Potts,String,601,Number,France,String,Male,String,32,Number,8,Number,93012.89,Number,1,Number,1,Number,0,Number,86957.42,Number,0,Number
195,Number,15679200,Number,Crawford,String,580,Number,Spain,String,Male,String,29,Number,9,Number,61710.44,Number,2,Number,1,Number,0,Number,128077.8,Number,0,Number
196,Number,15594815,Number,Aleshire,String,807,Number,France,String,Male,String,35,Number,3,Number,174790.15,Number,1,Number,1,Number,1,Number,600.36,Number,0,Number
197,Number,15635905,Number,Moran,String,616,Number,Spain,String,Female,String,32,Number,6,Number,0,Number,2,Number,1,Number,1,Number,43001.46,Number,0,Number
198,Number,15777892,Number,Samsonova,String,721,Number,Germany,String,Male,String,37,Number,3,Number,107720.64,Number,1,Number,1,Number,1,Number,158591.12,Number,0,Number
199,Number,15656176,Number,Jenkins,String,501,Number,France,String,Male,String,57,Number,10,Number,0,Number,2,Number,1,Number,1,Number,47847.19,Number,0,Number
200,Number,15811127,Number,Volkov,String,521,Number,France,String,Male,String,35,Number,6,Number,96423.84,Number,1,Number,1,Number,0,Number,10488.44,Number,0,Number
201,Number,15604482,Number,Chiemezie,String,850,Number,Spain,String,Male,String,30,Number,2,Number,141040.01,Number,1,Number,1,Number,1,Number,5978.2,Number,0,Number
202,Number,15622911,Number,Jude,String,759,Number,France,String,Male,String,42,Number,4,Number,105420.18,Number,1,Number,0,Number,1,Number,121409.06,Number,0,Number
203,Number,15600974,Number,He,String,516,Number,Spain,String,Male,String,50,Number,5,Number,0,Number,1,Number,0,Number,1,Number,146145.93,Number,1,Number
204,Number,15727868,Number,Onuora,String,711,Number,France,String,Female,String,38,Number,2,Number,129022.06,Number,2,Number,1,Number,1,Number,14374.86,Number,1,Number
205,Number,15627801,Number,Ginikanwa,String,512,Number,Spain,String,Male,String,33,Number,3,Number,176666.62,Number,1,Number,1,Number,0,Number,94670.77,Number,0,Number
206,Number,15773039,Number,Ku,String,550,Number,France,String,Male,String,37,Number,3,Number,0,Number,1,Number,1,Number,1,Number,179670.31,Number,0,Number
207,Number,15755262,Number,McDonald,String,608,Number,Spain,String,Female,String,41,Number,3,Number,89763.84,Number,1,Number,0,Number,0,Number,199304.74,Number,1,Number
208,Number,15679531,Number,Collins,String,618,Number,France,String,Male,String,34,Number,5,Number,134954.53,Number,1,Number,1,Number,1,Number,151954.39,Number,0,Number
209,Number,15684181,Number,Hackett,String,643,Number,France,String,Male,String,45,Number,5,Number,0,Number,1,Number,1,Number,0,Number,142513.5,Number,1,Number
210,Number,15612087,Number,Dike,String,671,Number,France,String,Male,String,45,Number,2,Number,106376.85,Number,1,Number,0,Number,1,Number,158264.62,Number,0,Number
211,Number,15752047,Number,Trevisano,String,689,Number,Germany,String,Male,String,33,Number,2,Number,161814.64,Number,2,Number,1,Number,0,Number,169381.9,Number,0,Number
212,Number,15624592,Number,Tan,String,603,Number,France,String,Male,String,31,Number,8,Number,0,Number,2,Number,1,Number,1,Number,169915.02,Number,0,Number
213,Number,15573152,Number,Glassman,String,620,Number,France,String,Female,String,41,Number,9,Number,0,Number,2,Number,0,Number,0,Number,88852.47,Number,0,Number
214,Number,15594917,Number,Miller,String,676,Number,France,String,Female,String,34,Number,1,Number,63095.01,Number,1,Number,1,Number,1,Number,40645.81,Number,0,Number
215,Number,15785542,Number,Kornilova,String,572,Number,Germany,String,Male,String,26,Number,4,Number,118287.01,Number,2,Number,0,Number,0,Number,60427.3,Number,0,Number
216,Number,15723488,Number,Watson,String,668,Number,Germany,String,Male,String,47,Number,7,Number,106854.21,Number,1,Number,0,Number,1,Number,157959.02,Number,1,Number
217,Number,15680920,Number,Marchesi,String,695,Number,France,String,Male,String,46,Number,7,Number,49512.55,Number,1,Number,1,Number,0,Number,133007.34,Number,0,Number
218,Number,15786308,Number,Millar,String,730,Number,Spain,String,Female,String,33,Number,9,Number,0,Number,2,Number,0,Number,0,Number,176576.62,Number,0,Number
219,Number,15659366,Number,Shih,String,807,Number,France,String,Male,String,43,Number,1,Number,105799.32,Number,2,Number,1,Number,0,Number,34888.04,Number,1,Number
220,Number,15774854,Number,Fuller,String,592,Number,France,String,Male,String,54,Number,8,Number,0,Number,1,Number,1,Number,1,Number,28737.71,Number,1,Number
221,Number,15725311,Number,Hay,String,726,Number,France,String,Female,String,31,Number,9,Number,114722.05,Number,2,Number,1,Number,1,Number,98178.57,Number,0,Number
222,Number,15787155,Number,Yang,String,514,Number,Spain,String,Male,String,30,Number,7,Number,0,Number,1,Number,0,Number,1,Number,125010.24,Number,0,Number
223,Number,15727829,Number,McIntyre,String,567,Number,France,String,Male,String,42,Number,2,Number,0,Number,2,Number,1,Number,1,Number,167984.61,Number,0,Number
224,Number,15733247,Number,Stevenson,String,850,Number,France,String,Male,String,33,Number,10,Number,0,Number,1,Number,1,Number,0,Number,4861.72,Number,1,Number
225,Number,15568748,Number,Poole,String,671,Number,Germany,String,Male,String,45,Number,6,Number,99564.22,Number,1,Number,1,Number,1,Number,108872.45,Number,1,Number
226,Number,15699029,Number,Bagley,String,670,Number,France,String,Male,String,37,Number,4,Number,170557.91,Number,2,Number,1,Number,0,Number,198252.88,Number,0,Number
227,Number,15774393,Number,Ch'ien,String,694,Number,France,String,Female,String,30,Number,9,Number,0,Number,2,Number,1,Number,1,Number,26960.31,Number,0,Number
228,Number,15676895,Number,Cattaneo,String,547,Number,Germany,String,Female,String,39,Number,6,Number,74596.15,Number,3,Number,1,Number,1,Number,85746.52,Number,1,Number
229,Number,15637753,Number,O'Sullivan,String,751,Number,Germany,String,Male,String,50,Number,2,Number,96888.39,Number,1,Number,1,Number,0,Number,77206.25,Number,1,Number
230,Number,15605461,Number,Lucas,String,594,Number,Germany,String,Female,String,29,Number,3,Number,130830.22,Number,1,Number,1,Number,0,Number,61048.53,Number,0,Number
231,Number,15808473,Number,Ringrose,String,673,Number,France,String,Male,String,72,Number,1,Number,0,Number,2,Number,0,Number,1,Number,111981.19,Number,0,Number
232,Number,15627000,Number,Freeman,String,610,Number,France,String,Male,String,40,Number,0,Number,0,Number,2,Number,1,Number,0,Number,62232.6,Number,0,Number
233,Number,15787174,Number,Sergeyev,String,512,Number,France,String,Female,String,37,Number,1,Number,0,Number,2,Number,0,Number,1,Number,156105.03,Number,0,Number
234,Number,15723886,Number,Fiore,String,767,Number,Germany,String,Male,String,20,Number,3,Number,119714.25,Number,2,Number,0,Number,1,Number,150135.38,Number,0,Number
235,Number,15704769,Number,Smith,String,585,Number,France,String,Female,String,67,Number,5,Number,113978.97,Number,2,Number,0,Number,1,Number,93146.11,Number,0,Number
236,Number,15772896,Number,Dumetochukwu,String,763,Number,Germany,String,Male,String,42,Number,6,Number,100160.75,Number,1,Number,1,Number,0,Number,33462.94,Number,1,Number
237,Number,15711540,Number,Pacheco,String,712,Number,France,String,Female,String,29,Number,2,Number,0,Number,1,Number,1,Number,1,Number,144375,Number,0,Number
238,Number,15764866,Number,Synnot,String,539,Number,Germany,String,Female,String,43,Number,3,Number,116220.5,Number,3,Number,1,Number,0,Number,55803.96,Number,1,Number
239,Number,15794056,Number,Johnston,String,668,Number,France,String,Female,String,46,Number,2,Number,0,Number,3,Number,1,Number,0,Number,89048.46,Number,1,Number
240,Number,15795149,Number,Stevens,String,703,Number,France,String,Male,String,28,Number,2,Number,81173.83,Number,2,Number,0,Number,1,Number,162812.16,Number,0,Number
241,Number,15812009,Number,Grant,String,662,Number,Spain,String,Male,String,38,Number,4,Number,0,Number,2,Number,1,Number,0,Number,136259.65,Number,0,Number
242,Number,15651001,Number,Tsao,String,725,Number,Germany,String,Female,String,39,Number,5,Number,116803.8,Number,1,Number,1,Number,0,Number,124052.97,Number,0,Number
243,Number,15813844,Number,Barnes,String,703,Number,France,String,Male,String,37,Number,8,Number,105961.68,Number,2,Number,0,Number,1,Number,74158.8,Number,0,Number
244,Number,15596175,Number,McIntosh,String,659,Number,Germany,String,Male,String,67,Number,6,Number,117411.6,Number,1,Number,1,Number,1,Number,45071.09,Number,1,Number
245,Number,15576269,Number,Madison,String,523,Number,Spain,String,Male,String,34,Number,7,Number,0,Number,2,Number,1,Number,0,Number,62030.06,Number,0,Number
246,Number,15797219,Number,Ifesinachi,String,635,Number,France,String,Female,String,40,Number,10,Number,123497.58,Number,1,Number,1,Number,0,Number,131953.23,Number,1,Number
247,Number,15685500,Number,Glazkov,String,772,Number,Germany,String,Male,String,26,Number,7,Number,152400.51,Number,2,Number,1,Number,0,Number,79414,Number,0,Number
248,Number,15599792,Number,Dimauro,String,545,Number,France,String,Female,String,26,Number,1,Number,0,Number,2,Number,1,Number,1,Number,199638.56,Number,0,Number
249,Number,15657566,Number,Wieck,String,634,Number,Germany,String,Male,String,24,Number,8,Number,103097.85,Number,1,Number,1,Number,1,Number,157577.29,Number,0,Number
250,Number,15772423,Number,Liao,String,739,Number,Germany,String,Male,String,54,Number,8,Number,126418.14,Number,1,Number,1,Number,0,Number,134420.75,Number,1,Number
251,Number,15628112,Number,Hughes,String,771,Number,Germany,String,Female,String,36,Number,5,Number,77846.9,Number,1,Number,0,Number,0,Number,99805.99,Number,0,Number
252,Number,15753754,Number,Morrison,String,587,Number,Spain,String,Female,String,34,Number,1,Number,0,Number,2,Number,1,Number,1,Number,97932.68,Number,0,Number
253,Number,15793726,Number,Matveyeva,String,681,Number,France,String,Female,String,79,Number,0,Number,0,Number,2,Number,0,Number,1,Number,170968.99,Number,0,Number
254,Number,15694717,Number,Ku,String,544,Number,Germany,String,Male,String,37,Number,2,Number,79731.91,Number,1,Number,1,Number,1,Number,57558.95,Number,0,Number
255,Number,15665834,Number,Cheatham,String,696,Number,Spain,String,Male,String,28,Number,8,Number,0,Number,1,Number,0,Number,0,Number,176713.47,Number,0,Number
256,Number,15765297,Number,Yao,String,766,Number,Spain,String,Male,String,41,Number,0,Number,0,Number,2,Number,0,Number,1,Number,34283.23,Number,0,Number
257,Number,15636684,Number,Kirkland,String,727,Number,France,String,Male,String,34,Number,10,Number,0,Number,2,Number,1,Number,1,Number,198637.34,Number,0,Number
258,Number,15592979,Number,Rose,String,671,Number,Germany,String,Female,String,34,Number,6,Number,37266.67,Number,2,Number,0,Number,0,Number,156917.12,Number,0,Number
259,Number,15750803,Number,Jess,String,693,Number,France,String,Female,String,30,Number,6,Number,127992.25,Number,1,Number,1,Number,1,Number,50457.2,Number,0,Number
260,Number,15607178,Number,Welch,String,850,Number,Germany,String,Male,String,38,Number,3,Number,54901.01,Number,1,Number,1,Number,1,Number,140075.55,Number,0,Number
261,Number,15713853,Number,Ifeajuna,String,732,Number,Germany,String,Male,String,42,Number,9,Number,108748.08,Number,2,Number,1,Number,1,Number,65323.11,Number,0,Number
262,Number,15673481,Number,Morton,String,726,Number,Spain,String,Female,String,48,Number,6,Number,99906.19,Number,1,Number,1,Number,0,Number,64323.24,Number,0,Number
263,Number,15686776,Number,Rossi,String,557,Number,France,String,Female,String,32,Number,6,Number,184686.41,Number,2,Number,1,Number,0,Number,14956.44,Number,0,Number
264,Number,15673693,Number,Reppert,String,682,Number,France,String,Female,String,26,Number,0,Number,110654.02,Number,1,Number,0,Number,1,Number,111879.21,Number,0,Number
265,Number,15700696,Number,Kang,String,738,Number,Spain,String,Male,String,31,Number,9,Number,79019.8,Number,1,Number,1,Number,1,Number,18606.23,Number,0,Number
266,Number,15813163,Number,Ch'iu,String,531,Number,Spain,String,Female,String,36,Number,9,Number,99240.51,Number,1,Number,1,Number,0,Number,123137.01,Number,0,Number
267,Number,15653857,Number,Wallis,String,498,Number,France,String,Male,String,34,Number,2,Number,0,Number,2,Number,1,Number,1,Number,148528.24,Number,0,Number
268,Number,15777076,Number,Clark,String,651,Number,France,String,Male,String,36,Number,7,Number,0,Number,2,Number,1,Number,0,Number,13898.31,Number,0,Number
269,Number,15717398,Number,Fielding,String,549,Number,Spain,String,Female,String,39,Number,7,Number,0,Number,1,Number,0,Number,0,Number,81259.25,Number,1,Number
270,Number,15799217,Number,Zetticci,String,791,Number,Germany,String,Female,String,35,Number,7,Number,52436.2,Number,1,Number,1,Number,0,Number,161051.75,Number,0,Number
271,Number,15787071,Number,Dulhunty,String,650,Number,Spain,String,Male,String,41,Number,9,Number,0,Number,2,Number,0,Number,1,Number,191599.67,Number,0,Number
272,Number,15619955,Number,Bevington,String,733,Number,Germany,String,Male,String,34,Number,3,Number,100337.96,Number,3,Number,1,Number,0,Number,48559.19,Number,1,Number
273,Number,15796505,Number,Boyle,String,811,Number,Germany,String,Female,String,34,Number,1,Number,149297.19,Number,2,Number,1,Number,1,Number,186339.74,Number,0,Number
